id,web_name,team,element_type,now_cost,total_points,form,points_per_game,ep_next,expected_goal_involvements,minutes
442,Maguire,14,2,4.4,63,0.5,3.5,0.0,1.00,1199
443,Shaw,14,2,4.5,77,3.5,2.5,4.0,2.01,2617
444,Yoro,14,2,4.1,50,2.0,1.8,2.5,1.54,1606
445,Amass,14,2,4.0,0,0.0,0.0,0.0,0.00,0
446,Fredricson,14,2,3.7,1,0.0,1.0,0.5,0.00,2
447,Heaven,14,2,3.7,28,0.5,2.0,1.0,0.51,650
448,Malacia,14,2,3.7,2,0.0,1.0,0.5,0.00,7
449,B.Fernandes,14,3,10.3,189,11.5,6.8,12.0,19.35,2435
450,Cunha,14,3,8.0,117,7.0,4.2,7.5,8.45,2068
451,Rashford,14,3,7.0,0,0.0,0.0,0.0,0.00,0
452,Amad,14,3,6.2,74,2.0,3.0,2.5,8.08,1916
454,Antony,14,3,5.9,0,0.0,0.0,0.0,0.00,0
455,Mount,14,3,5.9,47,0.5,2.6,1.0,2.94,813
457,Casemiro,14,3,5.7,134,3.5,4.6,4.0,7.58,2135
458,Mainoo,14,3,4.6,45,3.0,2.0,3.5,1.07,1113
459,Ugarte,14,3,4.7,34,1.0,1.6,1.5,0.65,786
460,Collyer,14,3,4.5,0,0.0,0.0,0.0,0.00,0
461,Fitzgerald,14,3,4.3,0,0.0,0.0,0.5,0.00,0
462,J.Fletcher,14,3,4.3,3,0.0,1.0,0.5,0.05,107
463,Kone,14,3,4.3,0,0.0,0.0,0.0,0.00,0
464,Moorhouse,14,3,4.5,0,0.0,0.0,0.0,0.00,0
465,Højlund,14,4,6.3,0,0.0,0.0,0.0,0.00,0
466,Zirkzee,14,4,5.8,37,0.0,2.1,0.5,2.50,509
467,Obi,14,4,4.2,0,0.0,0.0,0.5,0.00,0
468,Wheatley,14,4,4.5,0,0.0,0.0,0.0,0.00,0
681,Šeško,14,4,7.4,94,2.5,3.6,3.0,7.41,1329
733,Lammens,14,1,5.1,76,2.0,3.0,2.5,0.00,2250
755,Lacey,14,3,4.5,2,0.0,1.0,0.5,0.07,12
769,Bendito Mantato,14,3,4.5,1,0.0,1.0,0.5,0.01,15
771,Fletcher,14,3,4.4,1,0.0,1.0,0.5,0.01,1
788,Kukonki,14,2,4.0,0,0.0,0.0,0.5,0.00,0
52,J.Ramsey,15,3,5.3,39,2.5,1.9,2.5,1.95,1074
135,Wissa,15,4,7.3,20,0.5,1.5,0.5,2.48,422
469,Pope,15,1,5.0,82,0.0,3.7,0.0,0.16,1966
471,Gillespie,15,1,3.9,0,0.0,0.0,0.0,0.00,0
472,Odysseas,15,1,4.0,0,0.0,0.0,0.0,0.00,0
473,Hall,15,2,5.4,72,3.0,3.0,3.0,3.28,1749
474,Schär,15,2,5.2,51,0.0,3.2,0.0,1.57,1089
475,Botman,15,2,4.9,65,5.5,3.6,1.4,1.78,1204
476,Burn,15,2,5.0,78,2.0,3.4,2.0,0.71,1811
477,Livramento,15,2,4.9,56,3.5,3.7,3.5,0.96,1163
478,Trippier,15,2,4.9,50,1.0,2.8,1.0,2.04,1456
479,Krafth,15,2,4.3,0,0.0,0.0,0.0,0.00,45
480,Lascelles,15,2,4.3,1,0.0,0.5,0.0,0.04,19
481,A.Murphy,15,2,3.8,1,0.0,1.0,0.0,0.00,1
482,Ashby,15,2,3.9,0,0.0,0.0,0.0,0.00,0
483,Pivas,15,2,3.8,0,0.0,0.0,0.0,0.00,0
484,Targett,15,2,4.0,0,0.0,0.0,0.0,0.00,0
485,Gordon,15,3,7.4,98,10.5,3.9,10.5,12.08,1728
486,Elanga,15,3,6.5,42,1.5,1.6,1.5,3.12,1207
487,Barnes,15,3,6.1,83,2.5,2.8,2.5,8.09,1648
488,Bruno G.,15,3,6.8,134,0.0,5.8,0.0,8.44,2019
489,J.Murphy,15,3,5.9,65,2.0,2.5,2.0,5.32,1236
490,Joelinton,15,3,5.9,66,2.0,2.8,2.0,3.23,1687
491,Tonali,15,3,5.3,71,0.0,2.4,0.0,3.91,2037
492,Antoñito C.,15,3,4.9,0,0.0,0.0,0.0,0.00,0
494,Willock,15,3,5.0,28,3.5,1.4,3.5,1.45,693
495,Hayden,15,3,4.5,0,0.0,0.0,0.0,0.00,0
496,Kuol,15,3,4.4,0,0.0,0.0,0.0,0.00,0
497,L.Miley,15,3,4.4,58,0.0,3.1,0.0,3.36,1133
498,White,15,3,4.5,0,0.0,0.0,0.0,0.00,0
500,Osula,15,4,5.4,31,0.5,1.8,0.5,0.74,281
501,Neave,15,4,4.3,0,0.0,0.0,0.0,0.00,0
674,Ramsdale,15,1,4.8,23,4.5,2.3,4.5,0.00,823
684,Thiaw,15,2,5.1,114,4.5,4.1,4.5,4.62,2333
689,Seung soo,15,3,4.3,0,0.0,0.0,0.0,0.00,0
714,Woltemade,15,4,6.7,93,3.5,3.4,3.5,7.23,1660
753,Ruddy,15,1,4.0,0,0.0,0.0,0.0,0.00,0
765,Shahar,15,2,4.0,0,0.0,0.0,0.0,0.00,0
772,Alabi,15,3,4.5,0,0.0,0.0,0.0,0.00,0
12,Zinchenko,16,2,4.9,7,0.0,1.4,0.0,0.43,352
400,Ortega Moreno,16,1,4.7,11,0.0,3.7,0.0,0.01,270
426,McAtee,16,3,5.0,9,1.0,0.9,1.0,0.20,173
502,Sels,16,1,4.6,77,6.5,3.2,6.5,0.06,2037
503,C.Miguel,16,1,4.0,0,0.0,0.0,0.0,0.00,0
504,Turner,16,1,4.0,0,0.0,0.0,0.0,0.00,0
505,Milenković,16,2,5.1,96,7.5,3.1,7.5,1.27,2790
506,Murillo,16,2,5.2,83,7.0,3.6,7.0,1.06,1999
507,Aina,16,2,4.7,54,8.0,3.6,8.0,1.05,1319
508,N.Williams,16,2,4.7,104,10.0,3.5,10.0,5.00,2618
509,David Carmo,16,2,4.5,0,0.0,0.0,0.0,0.00,0
510,Jair Cunha,16,2,4.2,5,0.0,1.7,0.0,0.14,214
511,Morato,16,2,4.3,35,0.0,2.3,0.0,0.91,938
512,O.Richards,16,2,4.5,0,0.0,0.0,0.0,0.00,0
513,Abbott,16,2,3.8,2,0.0,1.0,0.0,0.01,120
514,Boly,16,2,3.8,0,0.0,0.0,0.0,0.00,0
515,Gibbs-White,16,3,7.4,133,5.5,4.3,5.5,10.45,2640
516,Hudson-Odoi,16,3,5.7,81,3.5,2.8,3.5,5.41,1748
517,Anderson,16,3,5.5,138,3.5,4.5,3.5,6.04,2773
518,Jota,16,3,5.4,1,0.0,1.0,0.0,0.00,11
519,Dominguez,16,3,5.0,38,1.0,1.9,1.0,1.59,932
520,O'Brien,16,3,5.0,0,0.0,0.0,0.0,0.00,0
521,Sangaré,16,3,4.9,75,3.5,3.3,3.5,2.82,1764
522,Yates,16,3,4.7,20,1.0,1.2,1.0,0.41,404
523,Da Silva Moreira,16,3,4.5,0,0.0,0.0,0.0,0.00,0
524,Stamenic,16,3,4.5,0,0.0,0.0,0.0,0.00,0
525,Wood,16,4,7.1,25,0.0,3.1,0.0,2.92,538
526,Igor Jesus,16,4,5.8,81,5.0,2.7,5.0,5.56,1794
527,Awoniyi,16,4,5.2,20,2.5,1.7,2.5,2.46,268
669,Ndoye,16,3,5.5,49,1.0,2.1,1.0,2.56,1166
675,Gunn,16,1,4.0,1,0.0,1.0,0.0,0.00,45
693,Hutchinson,16,3,5.4,64,2.0,2.7,2.0,4.88,1277
696,Kalimuendo,16,4,6.0,9,0.0,1.0,0.0,0.46,89
715,John,16,1,4.0,11,0.0,2.2,0.0,0.00,437
716,Savona,16,2,4.5,39,0.0,2.8,0.0,1.79,1025
729,Cuiabano,16,2,4.5,0,0.0,0.0,0.0,0.00,0
734,Bakwa,16,3,5.9,14,0.0,1.4,0.0,1.18,342
805,Lucca,16,4,5.5,8,0.0,2.7,0.0,0.73,119
814,Netz,16,2,4.5,2,0.0,1.0,0.0,0.36,48
528,Patterson,17,1,4.2,0,0.0,0.0,0.0,0.00,0
529,Moore,17,1,3.9,0,0.0,0.0,0.0,0.00,0
530,Nna Noukeu,17,1,3.9,0,0.0,0.0,0.0,0.00,0
531,Ballard,17,2,4.7,118,2.0,4.5,1.5,3.00,2004
532,Hume,17,2,4.5,88,1.5,2.8,1.5,3.43,2579
533,Alese,17,2,4.0,0,0.0,0.0,0.0,0.00,0
534,Anderson,17,2,3.8,0,0.0,0.0,0.0,0.00,0
535,Cirkin,17,2,4.0,14,0.5,2.0,0.5,0.09,301
536,Hjelde,17,2,4.0,0,0.0,0.0,0.0,0.00,0
537,Huggins,17,2,4.0,0,0.0,0.0,0.0,0.00,0
538,Johnson,17,2,3.8,0,0.0,0.0,0.0,0.00,0
539,O'Nien,17,2,4.0,10,1.5,1.2,1.5,0.03,228
540,Pembele,17,2,3.9,0,0.0,0.0,0.0,0.00,0
541,Reinildo,17,2,3.8,51,0.0,2.8,0.0,0.59,1428
542,Seelt,17,2,4.0,2,0.0,1.0,0.0,0.01,133
543,Adingra,17,3,4.9,34,0.0,2.4,0.0,0.97,649
544,Diarra,17,3,5.3,51,3.5,3.6,3.5,2.82,1099
545,Roberts,17,3,5.4,1,0.0,1.0,0.0,0.05,27
546,Aleksić,17,3,4.9,0,0.0,0.0,0.0,0.00,0
547,E.Le Fée,17,3,4.9,108,0.5,3.7,0.5,7.99,2300
548,Mundle,17,3,4.9,14,0.0,1.0,0.0,1.35,399
549,Neil,17,3,4.8,3,0.0,1.0,0.0,0.00,13
550,Poveda,17,3,4.7,0,0.0,0.0,0.0,0.00,0
551,Rigg,17,3,4.7,21,2.5,1.6,2.5,1.31,556
552,Sadiki,17,3,4.9,61,1.5,2.3,1.5,1.65,2294
553,Talbi,17,3,4.9,75,5.0,3.3,5.0,2.95,1320
554,Ba,17,3,4.3,0,0.0,0.0,0.0,0.00,0
555,Browne,17,3,4.5,0,0.0,0.0,0.0,0.00,0
556,Ekwah,17,3,4.5,0,0.0,0.0,0.0,0.00,0
557,H.Jones,17,3,4.3,0,0.0,0.0,0.0,0.00,0
558,Matete,17,3,4.3,0,0.0,0.0,0.0,0.00,0
559,Triantis,17,3,4.4,0,0.0,0.0,0.0,0.00,0
560,Isidor,17,4,5.0,60,0.0,2.3,0.0,3.90,1056
561,Mayenda,17,4,5.2,39,1.0,2.1,1.0,2.35,750
562,Abdullahi,17,4,4.2,0,0.0,0.0,0.0,0.00,0
563,Luís Hemir,17,4,4.4,0,0.0,0.0,0.0,0.00,0
564,Rusyn,17,4,4.4,0,0.0,0.0,0.0,0.00,0
668,Xhaka,17,3,5.1,99,2.5,3.7,2.5,3.08,2271
670,Roefs,17,1,4.8,110,0.0,3.9,0.0,0.10,2520
678,Masuaku,17,2,3.9,1,0.0,0.3,0.0,0.15,125
683,Alderete,17,2,4.1,103,1.5,3.8,1.5,2.23,2353
694,Mukiele,17,2,4.5,115,0.0,4.6,0.0,3.03,2163
724,Geertruida,17,2,4.5,46,2.5,1.8,2.5,1.25,1411
730,Brobbey,17,4,5.3,72,5.0,3.0,5.0,4.25,1360
735,Traoré,17,3,5.5,30,0.0,2.5,0.0,0.73,634
774,Jenson Jones,17,2,4.0,0,0.0,0.0,0.0,0.00,0
775,Tutierov,17,3,4.5,0,0.0,0.0,0.0,0.00,0
800,Jocelin.T,17,3,5.0,1,0.0,1.0,0.0,0.04,38
812,Ellborg,17,1,4.0,16,3.0,5.3,3.0,0.02,270
813,Angulo,17,3,5.0,9,0.0,1.8,0.0,0.57,254
821,Whittaker,17,3,4.5,0,0.0,0.0,0.0,0.00,0
822,Jones,17,3,4.5,0,0.0,0.0,0.0,0.00,0
565,Vicario,18,1,4.7,90,2.5,2.9,0.6,0.04,2790
566,Austin,18,1,3.9,0,0.0,0.0,0.0,0.00,0
567,Kinsky,18,1,3.9,0,0.0,0.0,0.0,0.00,0
568,Pedro Porro,18,2,5.1,83,1.5,3.1,1.5,3.76,2163
569,Romero,18,2,5.0,90,0.5,4.1,0.5,2.59,1800
570,Danso,18,2,4.2,38,3.5,2.2,3.5,0.49,929
571,Davies,18,2,4.3,10,0.0,3.3,0.0,0.56,136
572,Dragusin,18,2,4.5,15,2.0,1.9,2.0,0.32,513
573,Spence,18,2,4.2,60,2.5,2.5,2.5,2.60,1806
574,Udogie,18,2,4.3,14,-0.5,1.0,-0.5,0.79,839
575,Van de Ven,18,2,4.4,98,0.5,3.5,0.5,3.13,2411
576,Phillips,18,2,4.0,0,0.0,0.0,0.0,0.00,0
577,Takai,18,2,4.0,0,0.0,0.0,0.0,0.00,0
578,Vuskovic,18,2,3.9,0,0.0,0.0,0.0,0.00,0
579,Son,18,3,8.5,0,0.0,0.0,0.0,0.00,0
581,Maddison,18,3,6.8,0,0.0,0.0,0.0,0.00,0
582,Kudus,18,3,6.4,75,0.0,3.9,0.0,4.33,1535
583,Kulusevski,18,3,6.4,0,0.0,0.0,0.0,0.00,0
584,Tel,18,3,6.2,56,2.0,2.3,1.5,3.41,891
585,Bentancur,18,3,5.2,64,0.0,3.2,0.0,1.13,1407
586,Bergvall,18,3,5.2,40,0.5,2.2,0.5,1.58,844
587,Bissouma,18,3,5.2,13,0.0,1.6,0.0,0.44,460
588,Odobert,18,3,5.3,46,0.0,1.9,0.0,3.13,972
589,Solomon,18,3,5.4,0,0.0,0.0,0.0,0.00,0
590,Bryan,18,3,4.9,0,0.0,0.0,0.0,0.00,0
591,Gray,18,3,4.8,57,2.0,2.7,2.0,2.75,1370
592,Moore,18,3,5.0,0,0.0,0.0,0.0,0.00,0
593,P.M.Sarr,18,3,4.5,65,3.0,3.0,2.2,2.57,1320
594,Min-hyeok,18,3,4.5,0,0.0,0.0,0.0,0.00,0
595,Olusesi,18,3,4.3,1,0.5,1.0,0.5,0.01,14
596,Solanke,18,4,7.2,35,2.0,2.9,2.0,2.57,778
597,Richarlison,18,4,6.3,93,5.5,3.6,5.5,7.61,1502
598,Lankshear,18,4,4.5,0,0.0,0.0,0.0,0.00,0
599,Scarlett,18,4,4.3,2,0.0,1.0,0.0,0.01,7
673,J.Palhinha,18,3,5.5,94,0.0,3.6,0.0,1.88,1774
717,Xavi,18,3,6.5,65,1.0,2.6,1.0,5.85,1590
726,Kolo Muani,18,4,6.9,42,2.5,1.8,2.5,3.02,1223
745,Byfield,18,2,4.0,1,0.0,1.0,0.0,0.00,1
750,Rowswell,18,2,4.0,1,0.5,1.0,0.5,0.00,1
751,Akhamrich,18,3,4.5,0,0.0,0.0,0.0,0.00,0
790,Williams-Barnett,18,3,4.5,0,0.0,0.0,0.0,0.00,0
796,Gallagher,18,3,5.1,20,0.5,2.2,0.5,1.04,583
804,Souza,18,2,4.0,3,0.5,0.8,0.5,0.05,142
811,Kyerematen,18,3,4.5,0,0.0,0.0,0.0,0.00,0
818,Wilson,18,4,4.5,0,0.0,0.0,0.0,0.00,0
326,Adama,19,3,5.1,23,1.0,1.0,1.5,0.90,348
600,Areola,19,1,4.3,51,0.0,2.5,0.5,0.00,1800
601,Foderingham,19,1,4.0,0,0.0,0.0,0.0,0.00,0
602,Hegyi,19,1,3.9,0,0.0,0.0,0.0,0.00,0
603,Diouf,19,2,4.1,82,1.5,3.3,2.0,2.28,2093
604,Emerson,19,2,4.4,0,0.0,0.0,0.0,0.00,0
605,Kilman,19,2,4.1,36,0.0,1.7,0.5,0.81,1559
606,Mavropanos,19,2,4.4,77,7.5,3.2,8.0,2.45,1902
607,N.Aguerd,19,2,4.4,3,0.0,1.5,0.0,0.13,180
608,Scarles,19,2,4.3,21,0.0,1.8,0.5,0.50,654
609,Todibo,19,2,4.3,44,2.0,2.2,1.9,0.56,1701
610,Wan-Bissaka,19,2,4.1,63,1.0,2.9,1.5,0.93,1903
611,Casey,19,2,4.0,0,0.0,0.0,0.0,0.00,0
612,L.Paquetá,19,3,5.9,69,0.0,3.8,0.0,4.85,1513
613,Souček,19,3,5.7,79,3.0,2.8,3.5,4.81,1588
615,Summerville,19,3,5.5,92,0.0,3.8,0.4,6.47,1856
616,Álvarez,19,3,4.9,0,0.0,0.0,0.0,0.00,0
617,Cornet,19,3,4.9,0,0.0,0.0,0.0,0.00,0
618,G.Rodriguez,19,3,4.8,8,0.0,1.3,0.0,0.07,175
619,L.Guilherme,19,3,4.9,5,0.0,1.0,0.0,0.10,121
620,Earthy,19,3,4.5,1,0.0,1.0,0.0,0.01,8
621,Irving,19,3,4.3,9,0.0,1.3,0.0,0.17,156
622,Orford,19,3,4.4,0,0.0,0.0,0.0,0.00,0
623,Potts,19,3,4.4,35,0.5,1.8,1.0,1.27,1139
624,Bowen,19,4,7.6,143,4.0,4.6,4.5,10.19,2779
625,Füllkrug,19,4,5.6,12,0.0,1.5,0.0,1.14,407
626,Marshall,19,4,4.3,2,0.0,1.0,0.0,0.13,58
659,Walker-Peters,19,2,4.2,32,0.0,1.8,0.5,1.39,954
671,Wilson,19,4,5.8,65,0.5,2.6,0.8,6.85,1037
679,Hermansen,19,1,4.2,45,2.5,4.1,3.0,0.01,990
708,M.Fernandes,19,3,5.5,107,1.5,3.7,2.0,3.49,2393
718,S.Magassa,19,3,5.0,40,0.5,2.0,1.0,0.76,964
738,Fabianski,19,1,4.5,0,0.0,0.0,0.1,0.00,0
747,Mayers,19,2,4.0,6,0.0,1.0,0.5,0.61,113
752,Golambeckis,19,2,4.0,0,0.0,0.0,0.5,0.00,0
758,Mohamadou Kanté,19,3,4.5,7,1.0,0.9,1.5,0.10,32
785,Pablo,19,4,5.4,12,2.0,1.7,2.5,0.63,403
791,Taty,19,4,5.5,31,1.5,2.8,2.0,3.14,861
802,Lamadrid,19,3,5.0,0,0.0,0.0,0.5,0.00,0
815,Disasi,19,2,4.5,21,1.5,3.0,2.0,1.11,630
825,Herrick,19,1,4.0,0,0.0,0.0,2.0,0.00,0
627,Johnstone,20,1,4.4,21,0.0,1.8,-0.5,0.02,1080
628,José Sá,20,1,4.2,56,0.0,2.9,-0.5,0.03,1710
629,Bentley,20,1,3.9,0,0.0,0.0,-0.5,0.00,0
631,Agbadou,20,2,4.2,23,0.0,1.6,0.0,0.97,1100
632,Doherty,20,2,4.4,12,0.0,1.2,-0.5,0.28,702
633,H.Bueno,20,2,4.3,73,1.0,2.6,0.5,3.37,1946
634,Mosquera,20,2,4.3,51,1.0,2.3,0.5,2.04,1707
635,R.Gomes,20,2,4.4,35,1.0,2.3,0.5,2.00,599
636,S.Bueno,20,2,4.4,72,1.0,3.3,0.5,2.71,1922
637,Toti,20,2,4.2,28,0.0,2.0,-0.5,0.43,1039
638,Hoever,20,2,3.8,10,0.0,1.2,0.0,0.38,423
639,Meupiyou,20,2,4.0,0,0.0,0.0,0.0,0.00,0
640,Pedro Lima,20,2,4.0,3,0.0,1.0,-0.5,0.00,3
641,Pond,20,2,3.9,0,0.0,0.0,0.0,0.00,0
642,Hee Chan,20,3,5.6,44,0.0,2.2,-0.5,3.02,1144
643,André,20,3,5.2,77,2.0,2.8,1.5,1.19,2130
644,Bellegarde,20,3,5.1,39,5.0,1.8,4.5,1.98,1079
645,Fer López,20,3,5.1,12,0.0,1.3,0.0,0.77,228
646,J.Gomes,20,3,5.3,92,7.0,3.2,6.5,3.00,2297
647,Guedes,20,3,5.5,0,0.0,0.0,0.0,0.00,0
648,Munetsi,20,3,5.3,38,0.0,2.9,0.0,2.02,872
649,B.Traore,20,3,5.0,0,0.0,0.0,0.0,0.00,0
650,Chirewa,20,3,4.3,2,0.0,1.0,0.0,0.00,25
651,Edozie,20,3,4.3,6,0.0,6.0,-0.5,0.17,6
652,Gonzalez,20,3,4.3,0,0.0,0.0,-0.5,0.00,0
653,Hodge,20,3,4.5,0,0.0,0.0,0.0,0.00,0
655,Fábio Silva,20,4,4.9,0,0.0,0.0,0.0,0.00,0
656,Kalajdžić,20,4,4.9,1,0.0,1.0,0.0,0.01,14
657,Chiwome,20,4,4.4,0,0.0,0.0,-0.5,0.00,0
658,Fraser,20,4,4.2,0,0.0,0.0,-0.5,0.00,0
663,J.Arias,20,3,4.9,45,0.0,2.0,0.0,4.00,1117
682,Møller Wolfe,20,2,4.2,29,0.0,1.6,-0.5,1.17,839
695,Tchatchoua,20,2,4.4,51,1.0,1.8,0.5,1.82,1695
709,Krejčí,20,2,4.5,59,0.0,2.5,-0.5,3.36,2037
720,Tolu,20,4,5.3,59,5.0,2.2,4.5,4.99,1231
749,Mané,20,4,4.4,53,1.0,2.6,0.5,3.01,1280
766,Olagunju,20,2,4.0,0,0.0,0.0,-0.5,0.00,0
767,Rawlings,20,3,4.5,0,0.0,0.0,-0.5,0.00,0
777,Ojinnaka,20,3,4.5,0,0.0,0.0,0.0,0.00,0
778,Sutherland,20,3,4.5,0,0.0,0.0,-0.5,0.00,0
809,Abbey,20,3,4.5,0,0.0,0.0,-0.5,0.00,0
816,Angel,20,3,4.7,9,0.0,1.3,-0.5,0.27,282
817,Armstrong,20,4,5.2,20,5.0,2.9,4.5,1.27,567
